ROI,Degree_Centrality,Betweenness_Centrality,Eigenvector_Centrality
149,0.04847207586933614,0.0010693023524651754,0.0029791411757262055
150,0.06638566912539515,0.0008870096437289085,0.004978999519778168
151,0.0821917808219178,0.0007069400168064986,0.0033160021450376544
152,0.08324552160168598,0.0008069786984300596,0.0037158206965452576
153,0.12223393045310853,0.001851827150942809,0.005672283097251969
154,0.09272918861959957,0.0015472649424444118,0.008811836609476148
155,0.07060063224446786,0.0010492946161404632,0.0032721180732352816
156,0.04531085353003161,0.0004579548536545242,0.0015494328693086337
157,0.03477344573234984,0.00010448484525127494,0.0019993699560480714
158,0.08535300316122234,0.0011159870705561706,0.003349411832585324
159,0.0684931506849315,0.0016361882149986883,0.006777267052219356
160,0.08956796628029504,0.0011426640523224535,0.004848824692339646
161,0.13066385669125394,0.003010052775962261,0.005916918460013908
162,0.07481559536354056,0.0011493332977640244,0.0026232621263310666
163,0.05690200210748156,0.0002489851631519743,0.0022394310263147642
164,0.0874604847207587,0.0009625944254000435,0.004865199421171605
165,0.07165437302423604,0.00036236233565867693,0.003268947276129337
166,0.0684931506849315,0.0009603713435861866,0.002818525467169369
167,0.07060063224446786,0.00123158732487673,0.00396267845634658
168,0.07797681770284509,0.000978155998097042,0.004778138506347776
169,0.061116965226554264,0.00033790843570625085,0.0029512810011268257
170,0.06954689146469968,0.0007536247348974937,0.006743167695292602
171,0.0874604847207587,0.0009492559345169021,0.008489628964912841
172,0.06427818756585879,0.0008381018438240564,0.0028467849670457514
173,0.08008429926238145,0.000978155998097042,0.007054349518205555
174,0.06743940990516333,0.0015539341878859825,0.0038763666605227576
175,0.07692307692307691,0.001027063798001894,0.007054993340891198
176,0.061116965226554264,0.000849217252893341,0.0037944283727167523
177,0.08113804004214963,0.0009714867526554712,0.004467874659432646
178,0.03477344573234984,0.00014450031790069938,0.0008430440606477554
179,0.07165437302423604,0.0006002320897413667,0.003284222761229052
180,0.04320337197049526,0.0003534700084032493,0.0011753215516583843
181,0.0410958904109589,0.0001489464815284132,0.0010795392815257313
182,0.040042149631190724,0.0002156389359441206,0.0013692853510798412
183,0.04320337197049526,0.0002867775539875418,0.0012475133098684673
184,0.05795574288724973,0.0005891166806720821,0.004835279318714034
185,0.0547945205479452,0.0003957085628665306,0.0032638674831064443
186,0.053740779768177024,0.00047351642635152255,0.002182720742017897
187,0.05690200210748156,0.0004090470537496721,0.0024063581010591397
188,0.04847207586933614,0.0003156776175676817,0.0037299036306797655
189,0.13066385669125394,0.0014716801607732768,0.018678315813686907
190,0.06638566912539515,0.00027788522673211416,0.008188463956272514
191,0.04425711275026343,0.0007647401439667783,0.0039044431651491037
192,0.05690200210748156,0.0008447710892656271,0.006345756805634386
193,0.08535300316122234,0.0006958246077372139,0.010772641399018715
194,0.12223393045310853,0.002923352585221841,0.013899089736518608
195,0.10642781875658587,0.000771409389408349,0.014903782619855342
196,0.03371970495258166,0.0002756621449182573,0.00240498268667715
197,0.07270811380400422,0.0010181714707464663,0.009591088371043562
198,0.03477344573234984,0.00013560799064527172,0.0036851770994039247
199,0.06954689146469968,0.0007402862440143522,0.0062159331094879065
200,0.07586933614330874,0.0015872804150938362,0.007757523010077439
201,0.06427818756585879,0.00047129334453766567,0.006158454767538986
202,0.046364594309799785,0.0010248407161880372,0.005143392241158605
203,0.06743940990516333,0.0006780399532263586,0.007797961239861147
204,0.10115911485774498,0.002472066977008888,0.009820657106775108
205,0.032665964172813484,8.447710892656271e-05,0.0014340097300859598
206,0.09799789251844046,0.0011715641159025935,0.014577848527636359
207,0.12644889357218123,0.002718829058347005,0.0076322119160451155
208,0.05057955742887249,4.223855446328136e-05,0.0025307493814966824
209,0.12118018967334035,0.0005335396353256592,0.008197668328387413
210,0.14225500526870388,0.0008936788891704792,0.010022367931280425
211,0.12118018967334035,0.00025787749040740197,0.007245663511240515
212,0.11591148577449946,0.0014227723608684247,0.006749876812210089
213,0.1327713382507903,0.00123158732487673,0.007989008494988478
214,0.11064278187565858,0.0005046395717455194,0.006134670844187656
215,0.09799789251844046,0.0002934467994291126,0.005029988291737454
216,0.1475237091675448,0.0016250728059294037,0.011710424731474682
217,0.11064278187565858,0.0012271411612490163,0.00704663798896474
218,0.1601685985247629,0.0012871643702231528,0.010546898658233505
219,0.12118018967334035,0.0006558091350877895,0.007257097939836456
220,0.1475237091675448,0.0019763197325187963,0.009643337594211746
221,0.13593256059009481,0.0018029193510379568,0.007614332302514756
222,0.1232876712328767,0.00608679800634023,0.008335054454100845
223,0.05900948366701791,0.0012782720429677253,0.005653258436791727
224,0.060063224446786086,0.0003445776811478216,0.0021923363987534075
225,0.10537407797681769,0.0006358013987630773,0.004642006864879742
226,0.12118018967334035,0.004101585946566006,0.007832636702093403
227,0.12434141201264488,0.0022897742682726208,0.005611498548858155
228,0.17281348788198103,0.0026899289947668655,0.009827064022223459
229,0.20231822971548996,0.005462112016646437,0.012322056715455687
230,0.14120126448893572,0.0008870096437289085,0.006789224346247836
231,0.07586933614330874,0.0015317033697474134,0.0038109160506533115
232,0.14014752370916753,0.0016828729330896836,0.007209952800254497
233,0.06954689146469968,0.0001622849724115547,0.0023546605719514794
234,0.0684931506849315,0.0003134545357538248,0.0025890167142183663
235,0.04214963119072708,0.001389426133660571,0.0015446215158282798
236,0.18545837723919914,0.0042572016735359895,0.009720156143129141
237,0.10326659641728134,0.0012738258793400115,0.004621946539071833
238,0.046364594309799785,0.00108041776153446,0.0033725901036518956
239,0.07165437302423604,0.0009270251163783329,0.0025996961949544123
240,0.13593256059009481,0.002440943831614891,0.007193001989220778
241,0.13593256059009481,0.005079741944663047,0.007508028992421324
242,0.11380400421496312,0.0010604100252097478,0.005320162221528234
243,0.08535300316122234,0.0005290934716979455,0.0035484142997618973
244,0.136986301369863,0.005697758688915269,0.008063230301568493
245,0.08113804004214963,0.0024098206862208944,0.016342068967241705
246,0.05584826132771338,0.0004023778083081013,0.010014996099622139
247,0.15173867228661747,0.0009959406526078973,0.0416567779933814
248,0.20337197049525815,0.0032434763664172367,0.05659927695846205
249,0.12855637513171758,0.0003423545993339647,0.03154241637362369
250,0.13171759747102213,0.0010203945525603232,0.022260618392965167
251,0.12012644889357217,0.0006647014623432172,0.028286886425646716
252,0.15700737618545837,0.0006891553622956432,0.03756296636094389
253,0.10115911485774498,0.00038014699016953224,0.025916743881253042
254,0.11485774499473128,0.0003712546629141046,0.02388755180993047
255,0.06638566912539515,0.0004401701991436689,0.010929279010597159
256,0.12750263435194942,0.002883337112572417,0.011262433918168937
257,0.17070600632244468,0.0036614157474223366,0.019855406514741852
258,0.18124341412012643,0.001465010915331706,0.045259005856140684
259,0.08640674394099052,0.00072027850768964,0.01802700139422039
260,0.10010537407797682,0.00043572403551595505,0.015093756033140794
261,0.15384615384615383,0.00045573177184066724,0.030631434291090387
262,0.10642781875658587,0.0025120824496583124,0.027828663251687903
263,0.1506849315068493,0.00043572403551595505,0.038245702450055236
264,0.17702845100105372,0.0029922681214514055,0.04655071906805899
265,0.12855637513171758,0.0026877059129530086,0.013604091274505268
266,0.14436248682824024,0.001747342305691534,0.032074139882327664
267,0.0958904109589041,0.00042016246281895663,0.018543613540500284
268,0.13487881981032665,0.0006224629078799358,0.03346251053116179
269,0.13593256059009481,0.0011493332977640244,0.028823180720409822
270,0.1601685985247629,0.0009737098344693282,0.03651440902386545
271,0.17175974710221284,0.001567272678769124,0.045312086776222366
272,0.09272918861959957,0.0002912237176152557,0.01773176200831669
273,0.052687038988408846,0.00023786975408268975,0.00796732611371467
274,0.1643835616438356,0.0011226563159977413,0.048676237037134674
275,0.05584826132771338,0.00010226176343741802,0.01473432130037722
276,0.16965226554267648,0.0004913010808623779,0.052438641535780824
277,0.18124341412012643,0.0024787362224504587,0.05369926821256561
278,0.11169652265542676,0.0006024551715552236,0.031209620598260733
279,0.14120126448893572,0.0009959406526078973,0.03941675266301777
280,0.15384615384615383,0.001002609898049468,0.045995569020361594
281,0.10748155953635405,0.001029286879815751,0.028330179836655204
282,0.14120126448893572,0.001900734950847661,0.03953334584491803
283,0.17702845100105372,0.002211966404787629,0.046390110227312674
284,0.15806111696522654,0.002854437048992277,0.03933242924563082
285,0.040042149631190724,5.557704534642284e-05,0.006930845428286449
286,0.12539515279241306,0.0011893487704134488,0.032133419836104814
287,0.0368809272918862,9.114635436813345e-05,0.006258069547407565
288,0.13909378292939936,0.0010137253071187526,0.038174253635919475
289,0.12118018967334035,0.0011248793978115982,0.006855347585814955
290,0.15384615384615383,0.0015272572061196996,0.010009041061719818
291,0.11801896733403582,0.00017784654510855308,0.007517016453931793
292,0.11696522655426764,0.0003290161084508232,0.007013788935726356
293,0.14436248682824024,0.004779625899792364,0.009101935481052486
294,0.07481559536354056,0.0008425480074517703,0.006106361946242481
295,0.14014752370916753,0.0013560799064527172,0.008774312505834223
296,0.15911485774499473,0.0018918426235922333,0.012283200680477991
297,0.10853530031612223,0.0013916492154744278,0.00910029948771293
298,0.13171759747102213,0.0014805724880287043,0.0081907738840275
299,0.12434141201264488,0.0014605647517039922,0.008180524610549807
300,0.15489989462592202,0.0013849799700328571,0.009744400096894056
301,0.14225500526870388,0.0009537020981446159,0.010029481113175419
302,0.12855637513171758,0.0024876285497058863,0.008126025574449764
303,0.06638566912539515,0.0007047169349926416,0.009269518412315506
304,0.08851422550052686,0.0008425480074517703,0.00569368309918266
305,0.10432033719704951,0.0013805338064051434,0.00600784427538546
306,0.15279241306638566,0.0023031127591557625,0.010136054830655158
307,0.12012644889357217,0.0007269477531312107,0.00742939913490375
308,0.14541622760800843,0.0019363042598693717,0.009393546414532881
309,0.1327713382507903,0.0013382952519418619,0.021905910480709997
310,0.12539515279241306,0.001774019287457817,0.011284563720893545
311,0.15279241306638566,0.0015872804150938362,0.037366217229400055
312,0.17070600632244468,0.002314228168225047,0.047542954259780175
313,0.1738672286617492,0.0024031514407793237,0.04340084765041678
314,0.12118018967334035,0.0018584963963843796,0.017200738765031955
315,0.10853530031612223,0.0017095499148559665,0.010982376213887706
316,0.13487881981032665,0.001238256570318301,0.03854253804266139
317,0.15279241306638566,0.0022586511228786244,0.011638879608014354
318,0.10642781875658587,0.0006669245441570741,0.021254646926026816
319,0.12434141201264488,0.0019051811144753749,0.015711261398822028
320,0.13487881981032665,0.00396153179229302,0.03457870863737434
321,0.1601685985247629,0.0005313165535118024,0.0419361413400319
322,0.10853530031612223,0.0009670405890277574,0.013973811830854855
323,0.11591148577449946,0.0020074428779127927,0.025400585737485954
324,0.1643835616438356,0.005751112652447835,0.013015764297693416
325,0.16543730242360377,0.003401315175201078,0.04282503261507972
326,0.17597471022128555,0.007776340184871483,0.011855663853671015
327,0.10642781875658587,0.0018073655146656708,0.005980637395651147
328,0.12012644889357217,0.006075682597270944,0.010962926403164288
329,0.1875658587987355,0.0037836852471844666,0.04625268488721673
330,0.11064278187565858,0.0013560799064527172,0.026213915415272022
331,0.14330874604847207,0.0031678915847461017,0.03992594544909846
332,0.22655426765015804,0.003401315175201078,0.06848806102866739
333,0.17702845100105372,0.003445776811478216,0.013109791933748208
334,0.14436248682824024,0.0020919199868393557,0.010242494730302693
335,0.11801896733403582,0.005751112652447835,0.016412200739880367
336,0.05584826132771338,0.0001645080542254116,0.003967846542520809
337,0.12012644889357217,0.0033524073752962255,0.008786287029477773
338,0.14436248682824024,0.006880438213887148,0.02085959080633015
339,0.136986301369863,0.001513918715236558,0.04002870055786549
340,0.1749209694415174,0.004306109473440842,0.01183590116429548
341,0.1917808219178082,0.0018140347601072414,0.014135014788927074
342,0.12644889357218123,0.003001160448706833,0.011088012976370224
343,0.18440463645943098,0.0013960953791021416,0.05656012750913861
344,0.11801896733403582,0.0021386047049303508,0.02903931006732511
345,0.11485774499473128,0.002027450614237505,0.017785025525833584
346,0.16543730242360377,0.0029011217670832723,0.009805166228402471
347,0.060063224446786086,0.00019118503599169456,0.009379331051070148
348,0.10537407797681769,0.0009737098344693282,0.0050162708749521565
349,0.1917808219178082,0.001671757524020399,0.06303649251902868
350,0.17597471022128555,0.002360912886316042,0.05667812391392793
351,0.14330874604847207,0.00198076589614651,0.04787857270379333
352,0.06533192834562697,0.0002756621449182573,0.015952335615243254
353,0.05057955742887249,0.00033568535389239397,0.011739644296563528
354,0.13066385669125394,0.005719989507053838,0.036091062382255026
355,0.09799789251844046,0.0021008123140947832,0.01850838427285031
356,0.09062170706006321,0.0031234299484689636,0.0184674560088238
357,0.04531085353003161,0.0002756621449182573,0.009188025175336763
358,0.052687038988408846,0.00025343132677968814,0.011226528692056618
359,0.08324552160168598,0.0011004254978591722,0.024905498222539554
360,0.1232876712328767,0.003759231347232041,0.025344225625314444
361,0.053740779768177024,0.000231200508641119,0.007108346338912783
362,0.03371970495258166,0.0006091244169967942,0.00345807467588077
363,0.07586933614330874,0.001002609898049468,0.01253209381131783
364,0.038988408851422546,0.000309008372126111,0.002265054388319385
365,0.09378292939936775,0.001593949660535407,0.028510020656085388
366,0.11275026343519494,0.001336072170128005,0.030311856421026892
367,0.022128556375131715,0.0004423932809575258,0.000978101824178448
368,0.0368809272918862,0.0008003094529884889,0.0021728065796586707
369,0.10537407797681769,0.001000386816235611,0.035060134039018476
370,0.05057955742887249,0.0008781173164734809,0.0051783343466001224
371,0.053740779768177024,0.0007136092622480692,0.006475041690321459
372,0.09378292939936775,0.002598782640398732,0.01974835179937506
373,0.0958904109589041,0.0004468394445852396,0.026241830945385163
374,0.08008429926238145,0.002772183021879571,0.008942535461577507
375,0.09483667017913593,0.006624783805293602,0.009895055342787472
376,0.1601685985247629,0.000978155998097042,0.09387362974654086
377,0.12012644889357217,0.0010115022253048957,0.06937669032102901
378,0.11696522655426764,0.0022742126955756226,0.0617440252344622
379,0.12223393045310853,0.00024231591771040357,0.07617304131204576
380,0.10010537407797682,0.0003112314539399679,0.057809156847292605
381,0.1475237091675448,0.0020985892322809264,0.07292486867038322
382,0.12012644889357217,0.0002556544085935451,0.07056447658826459
383,0.09272918861959957,0.0010492946161404632,0.05451694139263535
384,0.1601685985247629,0.0025298671041691675,0.07205721261999876
385,0.1601685985247629,0.0033057226572052304,0.06316745540522907
386,0.13382507903055849,0.00019118503599169456,0.08242233153190295
387,0.17702845100105372,0.0044083712368782595,0.09256334348195532
388,0.11801896733403582,0.00010448484525127494,0.07202115481379662
389,0.19494204425711273,0.002612121131281873,0.07545651739562224
390,0.10853530031612223,9.559251799584728e-05,0.06214377590205689
391,0.12539515279241306,0.0003445776811478216,0.07609485545832802
392,0.0684931506849315,7.336169985727815e-05,0.03693820284316017
393,0.07903055848261327,2.6676981766282962e-05,0.045916122634105494
394,0.08535300316122234,0.0004268317082605274,0.0397844650894558
395,0.11485774499473128,0.0003045622084983971,0.0691538816074564
396,0.13382507903055849,0.0003045622084983971,0.08333456965208998
397,0.11801896733403582,6.891553622956432e-05,0.07363635939077055
398,0.14330874604847207,0.0026165672949095874,0.0690894080991796
399,0.13382507903055849,5.113088171870901e-05,0.08309425534394924
400,0.18018967334035826,0.0028588832126199906,0.06752142014425484
401,0.13066385669125394,0.00011337717250670259,0.08178828633016375
402,0.12750263435194942,2.445389995242605e-05,0.07897923853687674
403,0.13382507903055849,0.0006602552987155033,0.07778677920014458
404,0.11275026343519494,0.00018451579055012382,0.06619352478554716
405,0.13066385669125394,0.00012893874520370098,0.08215699132383936
406,0.119072708113804,0.0029767065487544073,0.04646698647250607
407,0.13804004214963117,0.00010448484525127494,0.08870302124053382
408,0.11169652265542676,0.00090034813461205,0.058129913517563886
409,0.10115911485774498,3.5569309021710616e-05,0.0588371120642838
410,0.21390937829293993,0.005366519498650589,0.09375026764010287
411,0.1232876712328767,0.0015983958241631208,0.054409410437974905
412,0.12644889357218123,0.0006802630350402155,0.06602673075335005
413,0.14963119072708111,0.00015339264515612703,0.09204492909244326
414,0.1464699683877766,4.89077999048521e-05,0.08680861449907273
415,0.21285563751317174,0.010795285288089172,0.09112043766121745
416,0.13909378292939936,0.00014005415427298555,0.08610996864436207
417,0.13804004214963117,9.336943618199037e-05,0.08414134916357366
418,0.14541622760800843,0.0010893100887898876,0.07408723687320669
419,0.08535300316122234,0.0008847865619150516,0.04074320186459997
420,0.12855637513171758,0.0006691476259709309,0.06726589932428512
421,0.1506849315068493,0.00017562346329469617,0.09269314571355648
422,0.1327713382507903,0.0003156776175676817,0.07835107460547912
423,0.15173867228661747,0.00018896195417783765,0.08597353387065983
424,0.12118018967334035,4.6684718090995184e-05,0.07040275300586266
425,0.04952581664910432,2.6676981766282962e-05,0.02437584676194966
426,0.12961011591148577,0.00028455447217368493,0.0781189410719418
427,0.13487881981032665,0.000231200508641119,0.07775170260165344
428,0.12644889357218123,0.00040015472649424443,0.06997729151399189
429,0.1327713382507903,0.0001978542814332653,0.0786967435073029
430,0.1506849315068493,0.00014450031790069938,0.09148229138782872
431,0.15279241306638566,0.00010226176343741802,0.09188507754381421
432,0.14330874604847207,0.0003534700084032493,0.08631171567456354
433,0.14963119072708111,0.0007625170621529214,0.07851273736542468
434,0.10748155953635405,0.0011871256885995919,0.03765739140375558
435,0.1749209694415174,0.005326504026001165,0.07442128860308615
436,0.12539515279241306,0.0004468394445852396,0.07364472340553618
437,0.13171759747102213,0.00025787749040740197,0.06955016935712854
438,0.11275026343519494,0.0001978542814332653,0.06632951050287568
439,0.11275026343519494,0.0002801083085459711,0.062164075932777604
440,0.07692307692307691,0.00017117729966698234,0.03777787661184202
441,0.11591148577449946,3.5569309021710616e-05,0.07166158452131986
442,0.1601685985247629,0.0031990147301400986,0.06212724628721543
443,0.12644889357218123,0.0001311618270175579,0.07528135895354886
444,0.13804004214963117,0.00026010057222125885,0.08876702266509705
445,0.13804004214963117,0.0031678915847461017,0.05810652513050136
446,0.119072708113804,0.0014538955062624215,0.057638661760778594
447,0.12855637513171758,0.0028722217035031324,0.03932635863466226
448,0.060063224446786086,0.00022675434501340518,0.024844024814982987
449,0.11064278187565858,6.66924544157074e-05,0.06491826384610477
450,0.1095890410958904,6.891553622956432e-05,0.06565020967663952
451,0.13171759747102213,0.00010670792706513185,0.08104731322177751
452,0.1464699683877766,0.0022519818774370533,0.06974463911236106
453,0.10537407797681769,0.0011182101523700275,0.025295903454031484
454,0.13487881981032665,0.00017562346329469617,0.08360078651873895
455,0.12855637513171758,0.0015606034333275533,0.03702561348315451
456,0.12750263435194942,0.00012671566338984407,0.07581463199594306
457,0.1327713382507903,8.670019074041963e-05,0.08296040069587819
458,0.1232876712328767,0.00015783880878384086,0.06476349709168391
459,0.13804004214963117,0.0035747155566819167,0.04910753760686643
460,0.10326659641728134,1.3338490883141481e-05,0.06404476959692075
461,0.13382507903055849,0.00027121598129054345,0.07766677814387506
462,0.12644889357218123,0.00047796258997923643,0.06152582584468277
